Dates,temperature,humidity,precipitation,wind_speed,solar_radiation,max_temp,min_temp,dew_point,pressure,clouds,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Season_Summer,Season_Winter,Usage
2019-01-20,-1.012017117979713,-0.812287629543457,-0.36012254146755907,-1.305364504877591,-0.12466407502568239,-0.21151822472294388,-1.5320808424726355,-1.1967646998904993,0.9253314957181591,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,273.8
2019-01-21,-1.2174164908995813,-0.25432557543541884,-0.36012254146755907,-0.45087609624060576,-0.11393931994918587,-1.0307048952376496,-1.3664729229111288,-0.8585997827234868,0.5778482248365481,-0.8536320721833358,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,276.7
2019-01-22,-1.3854705232885653,-0.051430283032495916,-0.36012254146755907,-0.3288063235781792,-0.10321456487268933,-1.3156393893297207,-1.2008650033496222,-0.8195807538196009,0.7515898602773535,-0.2603758565002044,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,263.5
2019-01-23,-1.5721972259429915,-0.20360175233468814,-0.36012254146755907,-1.1832947322151646,-0.0924898097961928,-1.4581066363757564,-1.697688762034142,-1.053694927242917,1.0990731311589645,-0.07498328909922586,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,391.4
2019-01-24,-1.7589239285974176,-0.5586685140398033,-0.36012254146755907,-0.6950156415654586,-0.07104029964319974,-1.280022577568212,-2.0289046011571554,-1.5089169311215875,1.4465564020405757,-1.2614957204654886,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,385.3
2019-01-25,-1.9829959717827288,-0.7615638064427263,-0.36012254146755907,0.037402994409100006,-0.06031554456670322,-1.814274753990846,-2.0289046011571554,-1.8210691623526758,1.6202980374813811,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,380.2
2019-01-26,-2.244413355498925,-0.6601161602412647,-0.36012254146755907,0.40361231239637974,-0.06031554456670322,-1.9923588127983904,-2.194512520718662,-1.7950564764167518,1.967781308362992,-0.4828469373813787,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,380.6
2019-01-27,-2.244413355498925,-1.0659067450471107,-0.36012254146755907,0.6477518577212323,-0.02814127933721363,-1.921125189275373,-2.194512520718662,-2.185246765455612,2.1415229438037975,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,379.4
2019-01-28,-2.225740685233483,-1.1673543912485722,-0.36012254146755907,0.15947276707152658,-0.017416524260717103,-1.9567420010368817,-2.194512520718662,-2.289297509199308,2.315264579244603,-1.446888287866467,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,377.9
2019-01-29,-2.20706801496804,-1.1166305681478415,-0.36012254146755907,-0.08466677825332657,-0.006691769184220574,-1.814274753990846,-2.0289046011571554,-2.263284823263384,2.1415229438037975,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,362.8
2019-01-30,-1.9269779609864008,-1.01518292194638,-0.36012254146755907,-0.6950156415654586,0.014757740968772482,-1.280022577568212,-2.194512520718662,-1.9771452779682201,1.4465564020405757,-0.2603758565002044,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,203.5
2019-01-31,-1.7402512583319747,-0.812287629543457,-0.36012254146755907,-1.4274342775400175,-1.0255435014513907,-1.2087889540451942,-2.0289046011571554,-1.6779993897050938,1.0990731311589645,-0.33453288346059584,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,212.0
2019-02-02,-1.8336146096591879,-0.7615638064427263,-0.36012254146755907,0.037402994409100006,0.0576567612747586,-1.4224898246142477,-2.194512520718662,-1.6389803608012075,1.27281476659977,-0.8907105856635315,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,217.1
2019-02-03,-1.4601612043503356,-0.4572208678383418,-0.36012254146755907,0.28154253973395316,0.06838151635125513,-1.137555330522176,-1.5320808424726355,-1.118726642082727,1.27281476659977,-0.6311609913021615,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,221.5
2019-02-04,-0.8626357558561719,-0.35577322163688035,-0.36012254146755907,0.037402994409100006,-1.1006167869868664,-0.5676863423380332,-0.7040412446651021,-0.6374919522681327,1.27281476659977,0.1474877917819484,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,224.0
2019-02-05,-0.7132543937326309,-0.15287792923395738,-0.36012254146755907,-1.4274342775400175,0.07910627142775166,-0.38960228353048854,-0.8696491642266088,-0.48141583665258864,1.0990731311589645,-0.37161139694079154,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,229.7
2019-02-06,-1.0867077990414833,-0.812287629543457,-0.36012254146755907,-0.3288063235781792,0.12200529173373777,-0.9594712717146313,-1.0352570837881154,-1.1967646998904993,0.7515898602773535,-0.11206180257942157,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,232.2
2019-02-07,-1.6095425664738765,-1.1673543912485722,-0.36012254146755907,1.3801704936957913,0.1327300468102343,-1.7430411304678282,-1.3664729229111288,-1.8861008771924859,0.7515898602773535,-0.40868991042098723,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,215.2
2019-02-08,-2.151050004171712,-1.4716973298529565,-0.36012254146755907,-0.45087609624060576,0.15417955696322735,-1.9923588127983904,-1.8632966815956489,-2.5624307115265106,1.4465564020405757,-1.4098097743862714,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,229.6
2019-02-09,-2.225740685233483,-1.3195258605507643,-0.36012254146755907,-0.2067365509157526,0.02548249604526901,-1.7430411304678282,-2.5257283598416755,-2.4973989966867007,1.7940396729221866,-0.5570039643417701,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,234.9
2019-02-10,-1.9456506312518438,-1.2180782143493027,-0.36012254146755907,0.15947276707152658,0.18635382219271693,-1.4581066363757564,-2.194512520718662,-2.185246765455612,1.6202980374813811,-1.2614957204654886,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,261.5
2019-02-11,-1.5535245556775485,-1.1673543912485722,-0.36012254146755907,0.15947276707152658,0.20780333234571,-0.9950880834761402,-1.8632966815956489,-1.8600881912565619,1.4465564020405757,-1.2614957204654886,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,282.1
2019-02-12,-0.899981096387057,-0.9644590988456492,-0.36012254146755907,-0.6950156415654586,0.21852808742220653,-0.03343416591539922,-1.2008650033496222,-1.3138217866021573,1.27281476659977,-0.6311609913021615,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,278.5
2019-02-13,-0.47050968028187673,-0.7615638064427263,-0.36012254146755907,-0.6950156415654586,0.20780333234571,-0.14028460119992628,-0.472190157278993,-0.806574410851639,1.27281476659977,0.03625225134136128,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,261.9
2019-02-14,-0.9373264369179422,-0.4572208678383418,-0.36012254146755907,-0.3288063235781792,0.26142710772819266,-0.9238544599531225,-0.8696491642266088,-0.8455934397555248,0.9253314957181591,-0.5199254508615744,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,317.3
2019-02-15,-1.0867077990414833,-0.7108399833419955,-0.36012254146755907,-0.3288063235781792,0.27215186280468917,-0.710153589384069,-1.3664729229111288,-1.2097710428584614,1.0990731311589645,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,322.3
2019-02-16,-1.3481251827576795,-1.0659067450471107,-0.36012254146755907,-0.45087609624060576,0.29360137295768224,-1.1019385187606672,-1.697688762034142,-1.6779993897050938,1.27281476659977,-1.446888287866467,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,321.8
2019-02-17,-1.2360891611650242,-1.1166305681478415,-0.36012254146755907,-1.305364504877591,0.3150508831106753,-0.7457704011455779,-1.8632966815956489,-1.7690437904808276,0.9253314957181591,-1.1502601800249015,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,326.9
2019-02-18,-0.8626357558561719,-1.01518292194638,-0.36012254146755907,-0.5729458689030323,0.3257756381871718,-0.38960228353048854,-1.5320808424726355,-1.4048661873778914,0.40410658939574257,-0.03790477561903014,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,322.6
2019-02-19,-0.6759090532017458,0.05001736316896556,-0.36012254146755907,-0.8170854142278852,0.18635382219271693,-0.38960228353048854,-0.8696491642266088,-0.28632069213315847,0.5778482248365481,-0.37161139694079154,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,319.9
2019-02-20,-0.3024556478928935,-0.5079446909390726,-0.36012254146755907,-1.061224959552738,0.3579499034166614,0.3227339516996901,-1.0352570837881154,-0.6114792663322087,0.7515898602773535,-0.33453288346059584,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,312.3
2019-02-21,-0.4144916694855488,-0.051430283032495916,-0.36012254146755907,-0.45087609624060576,0.37939941356965445,-0.5676863423380332,-0.37282540554208876,-0.14325091948557617,1.27281476659977,-0.40868991042098723,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,385.7
2019-02-22,-0.5265276910782047,-0.0007064599317651765,-0.36012254146755907,-0.45087609624060576,0.4008489237226475,-0.38960228353048854,-0.5384333251035954,-0.2342953202613104,1.27281476659977,-0.5199254508615744,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,391.1
2019-02-23,-1.0680351287760403,-0.812287629543457,-0.36012254146755907,-0.45087609624060576,-1.1971395826753353,-1.1019385187606672,-1.3664729229111288,-1.1837583569225372,0.9253314957181591,-0.11206180257942157,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,389.9
2019-02-24,-0.7692724045289588,-1.01518292194638,-0.36012254146755907,-1.305364504877591,-0.0924898097961928,-0.49645271881501557,-1.2008650033496222,-1.3138217866021573,0.40410658939574257,-0.2603758565002044,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,394.1
2019-02-25,-0.7132543937326309,-0.9137352757449184,-0.36012254146755907,-0.6950156415654586,0.45447269910513016,-0.38960228353048854,-1.2008650033496222,-1.2617964147303093,0.40410658939574257,-0.7794750452229443,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,392.8
2019-02-26,-0.8252904153252868,-0.15287792923395738,-0.36012254146755907,1.2581007210333646,0.39012416864615096,-0.6745367776225603,-0.5384333251035954,-0.5594538944603606,0.05662331851413153,0.18456630526214413,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,393.0
2019-02-27,-0.9186537666524999,-0.3050493985361496,-0.36012254146755907,0.037402994409100006,0.48664696433461974,-0.9238544599531225,-0.6046764929281978,-0.806574410851639,0.23036495395493703,-0.03790477561903014,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,-0.5741338081228362,1.7681732894739688,376.2
2019-02-28,-1.2921071719613522,-1.370249683651495,-0.36012254146755907,-0.3288063235781792,0.5080964744876127,-1.137555330522176,-1.3664729229111288,-1.9641389350002578,0.7515898602773535,-0.9277890991437272,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,-0.5741338081228362,1.7681732894739688,332.4
2019-03-02,-0.33980098842377854,-1.370249683651495,-0.3312107280377744,0.8918914030460855,0.5617202498700954,0.0021826458461102253,-0.7040412446651021,-1.3398344725380815,0.23036495395493703,0.2587233322225355,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,338.0
2019-03-03,-0.35847365868922143,-0.0007064599317651765,-0.36012254146755907,0.15947276707152658,0.17562906711622042,-0.5676863423380332,-0.20721748598058207,-0.052206518709842165,0.23036495395493703,0.6295084670244927,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,330.5
2019-03-04,-0.6759090532017458,-0.7108399833419955,-0.36012254146755907,-0.3288063235781792,0.593894515099585,-0.9238544599531225,-0.5384333251035954,-0.9236314975632969,0.23036495395493703,-0.5199254508615744,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,327.8
2019-03-05,-0.9186537666524999,-0.9137352757449184,-0.36012254146755907,-1.061224959552738,0.615344025252578,-0.710153589384069,-1.5320808424726355,-1.2617964147303093,0.40410658939574257,-0.7053180182625529,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,1.741754249361413,-0.5655554271479238,330.4
2019-03-06,-0.8439630855907291,-1.01518292194638,-0.36012254146755907,-1.061224959552738,0.6367935354055712,-0.5676863423380332,-1.2008650033496222,-1.3398344725380815,0.5778482248365481,-1.33565274742588,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,1.741754249361413,-0.5655554271479238,324.0
2019-03-07,-0.6572363829363029,-1.01518292194638,-0.36012254146755907,-1.1832947322151646,0.6475182904820677,-0.03343416591539922,-1.2008650033496222,-1.2227773858264233,0.40410658939574257,-1.1131816665447059,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,316.4
2019-03-08,-0.5265276910782047,-0.812287629543457,-0.36012254146755907,-0.3288063235781792,0.6689678006350607,-0.38960228353048854,-0.40594698945438995,-0.9236314975632969,0.5778482248365481,-0.5570039643417701,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,319.9
2019-03-09,-0.4518370100164345,-1.1166305681478415,-0.36012254146755907,-0.08466677825332657,0.6904173107880538,-0.38960228353048854,-0.5384333251035954,-1.170752013954575,0.7515898602773535,-0.7423965317427487,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,313.0
2019-03-10,-0.26511030736200836,-1.4209735067522258,-0.36012254146755907,-0.8170854142278852,0.7011420658645503,0.14464989289214544,-1.0352570837881154,-1.4048661873778914,0.5778482248365481,-0.18621882953981297,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,302.4
2019-03-11,-0.4891823505473196,-0.8630114526441877,-0.36012254146755907,0.15947276707152658,0.7225915760175434,-0.5676863423380332,-0.37282540554208876,-1.0146758983390312,0.9253314957181591,-0.5199254508615744,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,305.7
2019-03-12,-0.7319270639980737,-1.3195258605507643,-0.36012254146755907,-0.5729458689030323,0.47592220925812323,-0.21151822472294388,-1.3664729229111288,-1.6519867037691698,1.0990731311589645,-0.11206180257942157,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,2.4028285219008816,-0.40692065023099483,1.741754249361413,-0.5655554271479238,316.9
2019-03-13,-0.6759090532017458,-1.01518292194638,-0.36012254146755907,-0.9391551868903115,0.6796925557115573,-0.6389199658610508,-1.0352570837881154,-1.1447393280186513,0.9253314957181591,0.9261365748660584,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,2.4574815739440474,1.741754249361413,-0.5655554271479238,323.9
2019-03-14,-0.5265276910782047,-1.0659067450471107,-0.36012254146755907,0.037402994409100006,0.7654905963235294,-0.5676863423380332,-0.472190157278993,-1.2487900717623472,1.0990731311589645,-1.1131816665447059,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,2.42978314955186,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,300.1
2019-03-15,-0.6198910424054178,-1.2688020374500335,-0.36012254146755907,-0.3288063235781792,0.7869401064765226,-0.2827518482459615,-1.2008650033496222,-1.4178725303458535,1.0990731311589645,-1.446888287866467,-0.40692065023099483,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,277.2
2019-03-16,-0.37714632895466366,-1.2688020374500335,-0.36012254146755907,0.28154253973395316,0.593894515099585,-0.21151822472294388,-0.8696491642266088,-1.2487900717623472,0.9253314957181591,0.073330764821557,-0.40692065023099483,2.5152595516655727,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,286.2
2019-03-17,-0.2277649668311226,-1.4209735067522258,-0.36012254146755907,-0.8170854142278852,0.8191143717060121,0.14464989289214544,-0.8696491642266088,-1.4438852162817775,0.7515898602773535,-0.445768423901183,-0.40692065023099483,-0.3975732839729453,2.42978314955186,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,291.0
2019-03-18,-0.1530742857693524,-1.6745926222558796,-0.36012254146755907,-0.3288063235781792,0.8298391267825087,0.14464989289214544,-0.8696491642266088,-1.7300247615769417,0.7515898602773535,-1.446888287866467,2.4574815739440474,-0.3975732839729453,-0.41155936083614564,-0.41155936083614564,-0.4161761818978651,-0.40692065023099483,1.741754249361413,-0.5655554271479238,294.3
